query_0,query_0_sub,value_1,value_1_sub,query_2,query_2_sub,value_3,value_3_sub,query_4,query_4_sub,value_5,value_5_sub,query_6,query_6_sub,value_7,value_7_sub,query_8,query_8_sub,value_9,value_9_sub,query_10,query_10_sub,value_11,value_11_sub,query_12,query_12_sub,value_13,value_13_sub,query_14,query_14_sub,value_15,value_15_sub,query_16,query_16_sub,value_17,value_17_sub,query_18,query_18_sub,value_19,value_19_sub,query_20,query_20_sub,value_21,value_21_sub,query_22,query_22_sub,value_23,value_23_sub
0.0006125703221186996,0.0006125703221186996,0.26194146275520325,0.26194146275520325,0.16530045866966248,0.16530045866966248,0.40902987122535706,0.40902987122535706,0.12693309783935547,0.12693309783935547,0.2082822024822235,0.2082822024822235,0.028464937582612038,0.028464937582612038,0.30309897661209106,0.30309897661209106,-0.004075969103723764,-0.004075969103723764,0.3782193958759308,0.3782193958759308,0.01245124638080597,0.01245124638080597,1.8156373500823975,1.8156373500823975,0.11579394340515137,0.11579394340515137,0.5810478329658508,0.5810478329658508,-0.14398443698883057,-0.14398443698883057,1.1329439878463745,1.1329439878463745,-0.12477841228246689,-0.12477841228246689,2.050967216491699,2.050967216491699,0.009966576471924782,0.009966576471924782,1.8153434991836548,1.8153434991836548,1.3396166563034058,1.3396166563034058,0.21930287778377533,0.21930287778377533,0.14044545590877533,0.14044545590877533,-0.13166190683841705,-0.13166190683841705
-0.0006962610059417784,-0.0006962610059417784,0.4833739995956421,0.4833739995956421,0.0020877295173704624,0.0020877295173704624,0.42236730456352234,0.42236730456352234,0.05115733668208122,0.05115733668208122,0.250360906124115,0.250360906124115,0.4894433915615082,0.4894433915615082,0.2277662456035614,0.2277662456035614,-0.06456180661916733,-0.06456180661916733,0.22629228234291077,0.22629228234291077,0.057829566299915314,0.057829566299915314,1.8704663515090942,1.8704663515090942,0.17809151113033295,0.17809151113033295,0.7756479978561401,0.7756479978561401,-0.12121538817882538,-0.12121538817882538,1.5572041273117065,1.5572041273117065,0.0010508813429623842,0.0010508813429623842,2.182935953140259,2.182935953140259,0.009563375264406204,0.009563375264406204,0.8302252292633057,0.8302252292633057,1.9067796468734741,1.9067796468734741,0.3495631217956543,0.3495631217956543,0.07568947970867157,0.07568947970867157,-0.12523780763149261,-0.12523780763149261
-0.0009370527695864439,-0.0009370527695864439,0.3636545240879059,0.3636545240879059,0.0012399780098348856,0.0012399780098348856,0.43227434158325195,0.43227434158325195,0.07176889479160309,0.07176889479160309,0.272457093000412,0.272457093000412,0.02117271162569523,0.02117271162569523,0.3733614981174469,0.3733614981174469,-0.002218774985522032,-0.002218774985522032,0.22345232963562012,0.22345232963562012,0.021173197776079178,0.021173197776079178,1.3098437786102295,1.3098437786102295,0.1631486564874649,0.1631486564874649,0.5703391432762146,0.5703391432762146,-0.04630210995674133,-0.04630210995674133,0.8449432849884033,0.8449432849884033,0.03130026534199715,0.03130026534199715,2.1418862342834473,2.1418862342834473,0.005041526630520821,0.005041526630520821,1.3443900346755981,1.3443900346755981,1.4052141904830933,1.4052141904830933,0.29122376441955566,0.29122376441955566,0.274283766746521,0.274283766746521,-0.12563280761241913,-0.12563280761241913
-0.0010642443085089326,-0.0010642443085089326,0.23700203001499176,0.23700203001499176,0.0025691716000437737,0.0025691716000437737,0.5613036155700684,0.5613036155700684,0.017141370102763176,0.017141370102763176,0.23719999194145203,0.23719999194145203,0.012138810008764267,0.012138810008764267,0.27794772386550903,0.27794772386550903,0.002103372011333704,0.002103372011333704,0.09799288958311081,0.09799288958311081,0.37382495403289795,0.37382495403289795,0.8816052079200745,0.8816052079200745,0.20485517382621765,0.20485517382621765,0.3280027508735657,0.3280027508735657,-0.3043292760848999,-0.3043292760848999,1.0434131622314453,1.0434131622314453,-0.5077146887779236,-0.5077146887779236,1.3574979305267334,1.3574979305267334,0.007867725566029549,0.007867725566029549,1.2891716957092285,1.2891716957092285,1.9815834760665894,1.9815834760665894,-0.12710735201835632,-0.12710735201835632,0.04363225772976875,0.04363225772976875,-0.13021577894687653,-0.13021577894687653
0.00015872155199758708,0.00015872155199758708,0.26719847321510315,0.26719847321510315,0.015352285467088223,0.015352285467088223,0.443729430437088,0.443729430437088,0.04491526633501053,0.04491526633501053,0.24261166155338287,0.24261166155338287,0.013240402564406395,0.013240402564406395,0.25246700644493103,0.25246700644493103,-0.012247652746737003,-0.012247652746737003,0.7354586720466614,0.7354586720466614,0.40018394589424133,0.40018394589424133,0.9336354732513428,0.9336354732513428,0.1251746565103531,0.1251746565103531,0.789577841758728,0.789577841758728,0.006622921675443649,0.006622921675443649,1.8347793817520142,1.8347793817520142,0.010593468323349953,0.010593468323349953,2.1134965419769287,2.1134965419769287,0.11647201329469681,0.11647201329469681,0.7134368419647217,0.7134368419647217,1.3672055006027222,1.3672055006027222,0.7928655743598938,0.7928655743598938,0.10195659101009369,0.10195659101009369,-0.09985257685184479,-0.09985257685184479
-0.00016647824668325484,-0.00016647824668325484,0.4291604161262512,0.4291604161262512,-0.009455779567360878,-0.009455779567360878,0.5644177198410034,0.5644177198410034,0.04459160566329956,0.04459160566329956,0.28056997060775757,0.28056997060775757,0.033361826092004776,0.033361826092004776,0.3375277817249298,0.3375277817249298,0.010423075407743454,0.010423075407743454,0.07125207781791687,0.07125207781791687,0.014423334039747715,0.014423334039747715,1.6697865724563599,1.6697865724563599,0.22152145206928253,0.22152145206928253,0.40910133719444275,0.40910133719444275,-0.21554751694202423,-0.21554751694202423,1.546744704246521,1.546744704246521,-0.08990877866744995,-0.08990877866744995,1.1436913013458252,1.1436913013458252,0.029490575194358826,0.029490575194358826,1.146559238433838,1.146559238433838,2.040982723236084,2.040982723236084,-0.4552501440048218,-0.4552501440048218,0.56325763463974,0.56325763463974,-0.1469966620206833,-0.1469966620206833
0.0021412621717900038,0.0021412621717900038,0.46568116545677185,0.46568116545677185,0.0006726577994413674,0.0006726577994413674,0.523383617401123,0.523383617401123,0.06132333353161812,0.06132333353161812,0.2611454725265503,0.2611454725265503,0.11994259804487228,0.11994259804487228,0.467456191778183,0.467456191778183,0.0010397422593086958,0.0010397422593086958,0.15023835003376007,0.15023835003376007,0.06049126014113426,0.06049126014113426,2.0571517944335938,2.0571517944335938,0.17076946794986725,0.17076946794986725,0.4217396378517151,0.4217396378517151,-0.0452512763440609,-0.0452512763440609,1.6561228036880493,1.6561228036880493,-0.16687971353530884,-0.16687971353530884,1.3149975538253784,1.3149975538253784,0.977624773979187,0.977624773979187,1.3896832466125488,1.3896832466125488,1.4700791835784912,1.4700791835784912,-0.00773271732032299,-0.00773271732032299,0.3404078185558319,0.3404078185558319,-0.13408391177654266,-0.13408391177654266
3.995855149696581e-05,3.995855149696581e-05,0.5354272723197937,0.5354272723197937,0.009958005510270596,0.009958005510270596,0.23668557405471802,0.23668557405471802,0.06949485838413239,0.06949485838413239,0.19995330274105072,0.19995330274105072,0.4399798810482025,0.4399798810482025,0.32788562774658203,0.32788562774658203,-0.3412489593029022,-0.3412489593029022,0.4683184027671814,0.4683184027671814,0.021822037175297737,0.021822037175297737,1.2122149467468262,1.2122149467468262,0.12079724669456482,0.12079724669456482,0.8710021376609802,0.8710021376609802,-0.03471072018146515,-0.03471072018146515,0.8767483234405518,0.8767483234405518,0.03142421320080757,0.03142421320080757,2.3412599563598633,2.3412599563598633,0.04172445088624954,0.04172445088624954,2.025693893432617,2.025693893432617,1.7194311618804932,1.7194311618804932,0.5298188924789429,0.5298188924789429,0.12432283163070679,0.12432283163070679,-0.11949917674064636,-0.11949917674064636
-0.001048792153596878,-0.001048792153596878,0.3159768283367157,0.3159768283367157,0.09796401113271713,0.09796401113271713,0.2437838912010193,0.2437838912010193,0.18331828713417053,0.18331828713417053,0.20668035745620728,0.20668035745620728,0.03742383047938347,0.03742383047938347,0.14098301529884338,0.14098301529884338,-0.003834201954305172,-0.003834201954305172,0.7571637630462646,0.7571637630462646,0.27008479833602905,0.27008479833602905,1.041579008102417,1.041579008102417,0.08886619657278061,0.08886619657278061,0.8415716290473938,0.8415716290473938,0.04816301167011261,0.04816301167011261,1.9457508325576782,1.9457508325576782,0.02545057237148285,0.02545057237148285,1.0109374523162842,1.0109374523162842,8.307366371154785,8.307366371154785,0.8456863760948181,0.8456863760948181,0.9742599725723267,0.9742599725723267,0.6258987188339233,0.6258987188339233,0.24842676520347595,0.24842676520347595,-0.08685792237520218,-0.08685792237520218
-0.004343699663877487,-0.004343699663877487,0.2227707952260971,0.2227707952260971,0.0010264160810038447,0.0010264160810038447,0.48871007561683655,0.48871007561683655,0.16548606753349304,0.16548606753349304,0.19826696813106537,0.19826696813106537,0.1935705691576004,0.1935705691576004,0.23839126527309418,0.23839126527309418,-0.018013205379247665,-0.018013205379247665,0.3762342035770416,0.3762342035770416,0.036237429827451706,0.036237429827451706,1.6978257894515991,1.6978257894515991,0.1504630446434021,0.1504630446434021,0.7080869078636169,0.7080869078636169,-0.06698027998209,-0.06698027998209,1.1826212406158447,1.1826212406158447,0.020122338086366653,0.020122338086366653,0.5967792868614197,0.5967792868614197,0.007889430969953537,0.007889430969953537,2.1829984188079834,2.1829984188079834,1.3238998651504517,1.3238998651504517,0.5179123878479004,0.5179123878479004,0.5300705432891846,0.5300705432891846,-0.10873749852180481,-0.10873749852180481
